Instance type,Instance family,Instance size,Availability zones,Free-Tier eligible,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,On-Demand Linux pricing,On-Demand Windows pricing
g4ad.8xlarge,g4ad,8xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,nitro,32,x86_64,16,"2,4,8,16",2,"1,2",3,128,1200,true,ssd,1,supported,default,15 Gigabit,required,4,15,15,true,"cluster, partition, spread",2,-,-,ebs,true,-,-,true,1.734 USD per Hour,3.206 USD per Hour
g4ad.16xlarge,g4ad,16xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,nitro,64,x86_64,32,"2,4,8,16,32",2,"1,2",3,256,2400,true,ssd,2,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",4,-,-,ebs,-,-,-,true,3.468 USD per Hour,6.412 USD per Hour
g4dn.xlarge,g4dn,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,4,x86_64,2,2,2,"1,2",2.5,16,125,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",1,-,-,ebs,-,-,-,true,0.526 USD per Hour,0.71 USD per Hour
g4dn.2xlarge,g4dn,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,8,x86_64,4,"2,4",2,"1,2",2.5,32,225,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",1,-,-,ebs,-,-,-,true,0.752 USD per Hour,1.12 USD per Hour
g4dn.4xlarge,g4dn,4xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",2.5,64,225,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",1,-,-,ebs,-,-,-,true,1.204 USD per Hour,1.94 USD per Hour
g4dn.8xlarge,g4dn,8xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",2.5,128,900,true,ssd,1,supported,default,50 Gigabit,required,4,15,15,true,"cluster, partition, spread",1,-,-,ebs,-,-,-,true,2.176 USD per Hour,3.648 USD per Hour
g4dn.12xlarge,g4dn,12xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",2.5,192,900,true,ssd,1,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",4,-,-,ebs,true,-,-,true,3.912 USD per Hour,6.12 USD per Hour
g4dn.16xlarge,g4dn,16xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.5,256,900,true,ssd,1,supported,default,50 Gigabit,required,4,15,15,true,"cluster, partition, spread",1,-,-,ebs,-,-,-,true,4.352 USD per Hour,7.296 USD per Hour
g4dn.metal,g4dn,metal,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,true,,96,x86_64,48,-,2,-,2.5,384,1800,true,ssd,2,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",8,-,-,ebs,true,-,-,true,7.824 USD per Hour,12.24 USD per Hour
g5.xlarge,g5,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,4,x86_64,2,-,2,-,3.3,16,250,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",1,-,-,ebs,-,-,-,true,1.006 USD per Hour,1.19 USD per Hour
g5.2xlarge,g5,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,8,x86_64,4,-,2,-,3.3,32,450,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",1,-,-,ebs,-,-,-,true,1.212 USD per Hour,1.58 USD per Hour
g5.4xlarge,g5,4xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,16,x86_64,8,-,2,-,3.3,64,600,true,ssd,1,supported,default,Up to 25 Gigabit,required,8,30,30,true,"cluster, partition, spread",1,-,-,ebs,-,-,-,true,1.624 USD per Hour,2.36 USD per Hour
g5.8xlarge,g5,8xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,32,x86_64,16,-,2,-,3.3,128,900,true,ssd,1,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",1,-,-,ebs,-,-,-,true,2.448 USD per Hour,3.92 USD per Hour
g5.12xlarge,g5,12xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,48,x86_64,24,-,2,-,3.3,192,3800,true,ssd,1,supported,default,40 Gigabit,required,15,50,50,true,"cluster, partition, spread",4,-,-,ebs,-,-,-,true,5.672 USD per Hour,7.88 USD per Hour
g5.16xlarge,g5,16xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,64,x86_64,32,-,2,-,3.3,256,1900,true,ssd,1,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",1,-,-,ebs,-,-,-,true,4.096 USD per Hour,7.04 USD per Hour
g5.24xlarge,g5,24xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,96,x86_64,48,-,2,-,3.3,384,3800,true,ssd,1,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",4,-,-,ebs,true,-,-,true,8.144 USD per Hour,12.56 USD per Hour
g5.48xlarge,g5,48xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,192,x86_64,96,-,2,-,3.3,768,7600,true,ssd,2,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",8,-,-,ebs,true,-,-,true,16.288 USD per Hour,25.12 USD per Hour
g5g.xlarge,g5g,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,8,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",1,-,true,ebs,-,-,-,true,0.42 USD per Hour,
g5g.2xlarge,g5g,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,16,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",1,-,true,ebs,-,-,-,true,0.556 USD per Hour,
g5g.4xlarge,g5g,4xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,32,-,-,-,-,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",1,-,true,ebs,-,-,-,true,0.828 USD per Hour,
g5g.8xlarge,g5g,8xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,64,-,-,-,-,supported,default,12 Gigabit,required,8,30,30,true,"cluster, partition, spread",1,-,true,ebs,-,-,-,true,1.372 USD per Hour,
g5g.16xlarge,g5g,16xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,128,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",2,-,true,ebs,true,-,-,true,2.744 USD per Hour,
g5g.metal,g5g,metal,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,true,,64,arm64,64,-,1,-,2.5,128,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",2,-,true,ebs,true,-,-,true,2.744 USD per Hour,
h1.2xlarge,h1,2xlarge,"us-east-1a, us-east-1b, us-east-1d, us-east-1f",false,false,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.3,32,2000,true,hdd,1,supported,default,Up to 10 Gigabit,supported,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,0.468 USD per Hour,0.836 USD per Hour
h1.4xlarge,h1,4xlarge,"us-east-1a, us-east-1b, us-east-1d, us-east-1f",false,false,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.3,64,4000,true,hdd,2,supported,default,Up to 10 Gigabit,supported,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,0.936 USD per Hour,1.672 USD per Hour
h1.8xlarge,h1,8xlarge,"us-east-1a, us-east-1b, us-east-1d, us-east-1f",false,false,xen,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",2.3,128,8000,true,hdd,4,supported,default,10 Gigabit,supported,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,1.872 USD per Hour,3.344 USD per Hour
h1.16xlarge,h1,16xlarge,"us-east-1a, us-east-1b, us-east-1d, us-east-1f",false,false,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.3,256,16000,true,hdd,8,supported,default,25 Gigabit,supported,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,3.744 USD per Hour,6.688 USD per Hour
i2.xlarge,i2,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e",false,false,xen,4,x86_64,2,"1,2",2,"1,2",2.5,30.5,800,true,ssd,1,supported,supported,Moderate,unsupported,4,15,15,true,"cluster, partition, spread",-,-,-,"ebs, instance-store",true,-,-,false,0.853 USD per Hour,0.973 USD per Hour
i2.2xlarge,i2,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e",false,false,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.5,61,1600,true,ssd,2,supported,supported,High,unsupported,4,15,15,true,"cluster, partition, spread",-,-,-,"ebs, instance-store",true,-,-,false,1.705 USD per Hour,1.946 USD per Hour
i2.4xlarge,i2,4xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e",false,false,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.5,122,3200,true,ssd,4,supported,supported,High,unsupported,8,30,30,true,"cluster, partition, spread",-,-,-,"ebs, instance-store",true,-,-,false,3.41 USD per Hour,3.891 USD per Hour
i2.8xlarge,i2,8xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e",false,false,xen,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",2.5,244,6400,true,ssd,8,supported,unsupported,10 Gigabit,unsupported,8,30,30,true,"cluster, partition, spread",-,-,-,"ebs, instance-store",true,-,-,false,6.82 USD per Hour,7.782 USD per Hour
i3.large,i3,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e, us-east-1f",false,false,xen,2,x86_64,1,1,2,"1,2",2.3,15.3,475,true,ssd,1,supported,default,Up to 10 Gigabit,supported,3,10,10,true,"cluster, partition, spread",-,-,-,ebs,true,true,-,true,0.156 USD per Hour,0.248 USD per Hour
i3.xlarge,i3,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e, us-east-1f",false,false,xen,4,x86_64,2,"1,2",2,"1,2",2.3,30.5,950,true,ssd,1,supported,default,Up to 10 Gigabit,supported,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,true,-,true,0.312 USD per Hour,0.496 USD per Hour
i3.2xlarge,i3,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e, us-east-1f",false,false,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.3,61,1900,true,ssd,1,supported,default,Up to 10 Gigabit,supported,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,true,-,true,0.624 USD per Hour,0.992 USD per Hour
i3.4xlarge,i3,4xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e, us-east-1f",false,false,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.3,122,3800,true,ssd,2,supported,default,Up to 10 Gigabit,supported,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,true,-,true,1.248 USD per Hour,1.984 USD per Hour
i3.8xlarge,i3,8xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e, us-east-1f",false,false,xen,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",2.3,244,7600,true,ssd,4,supported,default,10 Gigabit,supported,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,2.496 USD per Hour,3.968 USD per Hour
i3.16xlarge,i3,16xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e, us-east-1f",false,false,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.3,488,15200,true,ssd,8,supported,default,25 Gigabit,supported,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,4.992 USD per Hour,7.936 USD per Hour
i3.metal,i3,metal,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,true,,72,x86_64,36,-,2,-,2.3,512,15200,true,ssd,8,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,4.992 USD per Hour,7.936 USD per Hour
i3en.large,i3en,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,2,x86_64,1,1,2,"1,2",3.1,16,1250,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,0.226 USD per Hour,0.318 USD per Hour
i3en.xlarge,i3en,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.1,32,2500,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,0.452 USD per Hour,0.636 USD per Hour
i3en.2xlarge,i3en,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,64,5000,true,ssd,2,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,0.904 USD per Hour,1.272 USD per Hour
i3en.3xlarge,i3en,3xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,12,x86_64,6,"2,4,6",2,"1,2",3.1,96,7500,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,1.356 USD per Hour,1.908 USD per Hour
i3en.6xlarge,i3en,6xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,24,x86_64,12,"2,4,6,8,10,12",2,"1,2",3.1,192,15000,true,ssd,2,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,2.712 USD per Hour,3.816 USD per Hour
i3en.12xlarge,i3en,12xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,384,30000,true,ssd,4,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,5.424 USD per Hour,7.632 USD per Hour
i3en.24xlarge,i3en,24xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.1,768,60000,true,ssd,8,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,10.848 USD per Hour,15.264 USD per Hour
i3en.metal,i3en,metal,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,true,,96,x86_64,48,-,2,-,3.1,768,60000,true,ssd,8,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,10.848 USD per Hour,15.264 USD per Hour
im4gn.large,im4gn,large,"us-east-1a, us-east-1b, us-east-1d",false,false,nitro,2,arm64,2,"1,2",1,1,2.5,8,937,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,0.1819 USD per Hour,
im4gn.xlarge,im4gn,xlarge,"us-east-1a, us-east-1b, us-east-1d",false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,16,1875,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,0.36379 USD per Hour,
im4gn.2xlarge,im4gn,2xlarge,"us-east-1a, us-east-1b, us-east-1d",false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,32,3750,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,0.72758 USD per Hour,
im4gn.4xlarge,im4gn,4xlarge,"us-east-1a, us-east-1b, us-east-1d",false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,64,7500,true,ssd,1,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,1.45517 USD per Hour,
im4gn.8xlarge,im4gn,8xlarge,"us-east-1a, us-east-1b, us-east-1d",false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,128,15000,true,ssd,2,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,2.91034 USD per Hour,
im4gn.16xlarge,im4gn,16xlarge,"us-east-1a, us-east-1b, us-east-1d",false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,256,30000,true,ssd,4,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,5.82067 USD per Hour,
inf1.xlarge,inf1,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,4,x86_64,2,2,2,"1,2",2.5,8,-,-,-,-,supported,default,Up to 25 Gigabit,required,4,10,10,true,"cluster, partition, spread",-,-,true,ebs,-,-,-,true,0.228 USD per Hour,
inf1.2xlarge,inf1,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,8,x86_64,4,"2,4",2,"1,2",2.5,16,-,-,-,-,supported,default,Up to 25 Gigabit,required,4,10,10,true,"cluster, partition, spread",-,-,true,ebs,-,-,-,true,0.362 USD per Hour,
inf1.6xlarge,inf1,6xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,24,x86_64,12,"2,4,6,8,10,12",2,"1,2",2.5,48,-,-,-,-,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,-,-,-,true,1.18 USD per Hour,
inf1.24xlarge,inf1,24xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",2.5,192,-,-,-,-,supported,default,100 Gigabit,required,11,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,4.721 USD per Hour,
is4gen.medium,is4gen,medium,"us-east-1a, us-east-1b, us-east-1d",false,false,nitro,1,arm64,1,1,1,1,2.5,6,937,true,ssd,1,supported,default,Up to 25 Gigabit,required,2,4,4,true,"cluster, partition, spread",-,-,-,ebs,-,-,-,true,0.14408 USD per Hour,
is4gen.large,is4gen,large,"us-east-1a, us-east-1b, us-east-1d",false,false,nitro,2,arm64,2,"1,2",1,1,2.5,12,1875,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,-,ebs,-,-,-,true,0.28815 USD per Hour,
is4gen.xlarge,is4gen,xlarge,"us-east-1a, us-east-1b, us-east-1d",false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,24,3750,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,-,-,-,true,0.5763 USD per Hour,
is4gen.2xlarge,is4gen,2xlarge,"us-east-1a, us-east-1b, us-east-1d",false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,48,7500,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,-,-,-,true,1.1526 USD per Hour,
is4gen.4xlarge,is4gen,4xlarge,"us-east-1a, us-east-1b, us-east-1d",false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,96,15000,true,ssd,2,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,-,-,-,true,2.3052 USD per Hour,
is4gen.8xlarge,is4gen,8xlarge,"us-east-1a, us-east-1b, us-east-1d",false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,192,30000,true,ssd,4,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,-,-,-,true,4.6104 USD per Hour,
m1.small,m1,small,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,xen,1,"i386, x86_64",1,-,1,-,,1.7,160,true,hdd,1,unsupported,unsupported,Low,unsupported,2,4,-,-,"partition, spread",-,-,-,"ebs, instance-store",-,-,-,false,0.044 USD per Hour,0.075 USD per Hour
m1.medium,m1,medium,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,xen,1,"i386, x86_64",1,-,1,-,,3.7,410,true,hdd,1,unsupported,unsupported,Moderate,unsupported,2,6,-,-,"partition, spread",-,-,-,"ebs, instance-store",-,-,-,false,0.087 USD per Hour,0.149 USD per Hour
m1.large,m1,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,xen,2,x86_64,2,-,1,-,,7.5,840,true,hdd,2,unsupported,supported,Moderate,unsupported,3,10,-,-,"partition, spread",-,-,-,"ebs, instance-store",-,-,-,false,0.175 USD per Hour,0.299 USD per Hour
m1.xlarge,m1,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,xen,4,x86_64,4,-,1,-,,15,1680,true,hdd,4,unsupported,supported,High,unsupported,4,15,-,-,"partition, spread",-,-,-,"ebs, instance-store",-,-,-,false,0.35 USD per Hour,0.598 USD per Hour
m2.xlarge,m2,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,xen,2,x86_64,2,"1,2",1,1,,17.1,420,true,hdd,1,unsupported,unsupported,Moderate,unsupported,4,15,-,-,"partition, spread",-,-,-,"ebs, instance-store",-,-,-,false,0.245 USD per Hour,0.345 USD per Hour
m2.2xlarge,m2,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,xen,4,x86_64,4,"1,2,3,4",1,1,,34.2,850,true,hdd,1,unsupported,supported,Moderate,unsupported,4,30,-,-,"partition, spread",-,-,-,"ebs, instance-store",-,-,-,false,0.49 USD per Hour,0.69 USD per Hour
m2.4xlarge,m2,4xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,xen,8,x86_64,8,"1,2,3,4,5,6,7,8",1,1,,68.4,1680,true,hdd,2,unsupported,supported,High,unsupported,8,30,-,-,"partition, spread",-,-,-,"ebs, instance-store",-,-,-,false,0.98 USD per Hour,1.38 USD per Hour
m3.medium,m3,medium,"us-east-1a, us-east-1b, us-east-1d, us-east-1e",false,false,xen,1,x86_64,1,-,1,-,2.5,3.75,4,true,ssd,1,supported,unsupported,Moderate,unsupported,2,6,-,-,"partition, spread",-,-,true,"ebs, instance-store",true,true,-,false,0.067 USD per Hour,0.13 USD per Hour
m3.large,m3,large,"us-east-1a, us-east-1b, us-east-1d, us-east-1e",false,false,xen,2,x86_64,2,"1,2",1,1,2.5,7.5,32,true,ssd,1,supported,unsupported,Moderate,unsupported,3,10,-,-,"partition, spread",-,-,true,"ebs, instance-store",true,true,-,false,0.133 USD per Hour,0.259 USD per Hour
m3.xlarge,m3,xlarge,"us-east-1a, us-east-1b, us-east-1d, us-east-1e",false,false,xen,4,x86_64,4,"1,2,3,4",1,1,2.5,15,80,true,ssd,2,supported,supported,High,unsupported,4,15,-,-,"partition, spread",-,-,true,"ebs, instance-store",true,true,-,false,0.266 USD per Hour,0.518 USD per Hour
m3.2xlarge,m3,2xlarge,"us-east-1a, us-east-1b, us-east-1d, us-east-1e",false,false,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.5,30,160,true,ssd,2,supported,supported,High,unsupported,4,30,-,-,"partition, spread",-,-,true,"ebs, instance-store",true,true,-,false,0.532 USD per Hour,1.036 USD per Hour
m4.large,m4,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e, us-east-1f",false,false,xen,2,x86_64,1,1,2,"1,2",2.4,8,-,-,-,-,supported,default,Moderate,unsupported,2,10,10,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,0.1 USD per Hour,0.192 USD per Hour
m4.xlarge,m4,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e, us-east-1f",false,false,xen,4,x86_64,2,"1,2",2,"1,2",2.4,16,-,-,-,-,supported,default,High,unsupported,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,0.2 USD per Hour,0.384 USD per Hour
m4.2xlarge,m4,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e, us-east-1f",false,false,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.4,32,-,-,-,-,supported,default,High,unsupported,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,0.4 USD per Hour,0.768 USD per Hour
